display_name,first_name,last_name,birth_date,college_name,position,jersey_number,height,weight,team_abbr,draft_club,headshot,draftround
George Allen,George,Allen,4/4/1944,West Texas A&M,T,,7-Jun,270,,Houston Oilers,,4th
Gerry Allen,Gerry,Allen,6/26/1941,Nebraska-Omaha,RB,,1-Jun,200,,New York Jets,,11th
Grady Allen,Grady,Allen,1/1/1946,Texas A&M,LB,,3-Jun,225,,,,
Greg Allen,Greg,Allen,6/4/1963,Florida St.,RB,,11-May,200,,Cleveland Browns,,2nd
Harvey Allen,Harvey,Allen,10/2/1964,UNLV,DB,,3-Jun,215,,,,
Ian Allen,Ian,Allen,7/22/1978,Purdue,T,,4-Jun,310,,,,
Jackie Allen,Jackie,Allen,9/24/1947,Baylor,DB,,1-Jun,190,,Oakland Raiders,,6th
Jake Allen,Jake,Allen,1/19/1985,Mississippi Col.,WR,,4-Jun,190,,,,
James Allen,James,Allen,3/28/1975,Oklahoma,RB,,10-May,212,,,,
James Allen,James,Allen,11/11/1979,Oregon St.,LB,,2-Jun,240,,New Orleans Saints,,3rd
Jared Allen,Jared,Allen,4/3/1982,Idaho St.,DE,,6-Jun,265,,Kansas City Chiefs,,4th
Jason Allen,Jason,Allen,7/5/1983,Tennessee,DB,,2-Jun,200,,Miami Dolphins,,1st
Jeff Allen,Jeff,Allen,8/27/1948,Central College (IA),DB,,11-May,190,,St. Louis Cardinals,,13th
Jeff Allen,Jeff,Allen,7/18/1957,California-Davis,DB,,11-May,190,,Miami Dolphins,,8th
Jeff Allen,Jeff,Allen,1/8/1990,Illinois,T,,4-Jun,307,,Kansas City Chiefs,,2nd
Jimmy Allen,Jimmy,Allen,3/6/1952,Pierce College (CA),DB,,2-Jun,194,,Pittsburgh Steelers,,4th
Johnny Allen,Johnny,Allen,6/4/1933,Purdue,C-LB,,2-Jun,224,,Washington Redskins,,8th
Keenan Allen,Keenan,Allen,4/27/1992,California,WR,,2-Jun,206,,San Diego Chargers,,3rd
Kenderick Allen,Kenderick,Allen,9/14/1978,LSU,DT,,6-Jun,318,,,,
Kevin Allen,Kevin,Allen,6/21/1963,Indiana,T,,5-Jun,285,,Philadelphia Eagles,,1st
Larry Allen,Larry,Allen,11/27/1971,Butte JC (CA),G-T,,3-Jun,325,,Dallas Cowboys,,2nd
Lou Allen,Lou,Allen,7/12/1924,Duke,T,,3-Jun,215,,Pittsburgh Steelers,,5th
Lynn Allen,Lynn,Allen,,Detroit Mercy,WB,,,,,,,
Marcus Allen,Marcus,Allen,3/26/1960,USC,RB,,2-Jun,210,,Los Angeles Raiders,,1st
Marvin Allen,Marvin,Allen,11/23/1965,Tulane,RB,,10-May,215,,New England Patriots,,11th
Matt Allen,Matt,Allen,10/23/1977,Troy,P,,2-Jun,246,,,,
Nate Allen,Nate,Allen,5/13/1948,Texas Southern,DB,,10-May,170,,Kansas City Chiefs,,11th
Nate Allen,Nate,Allen,11/30/1987,South Florida,DB,,1-Jun,205,,Philadelphia Eagles,,2nd
Patrick Allen,Patrick,Allen,8/26/1961,Utah St.,DB,,10-May,180,,Houston Oilers,,4th
Pierre Allen,Pierre,Allen,11/18/1987,,DE,,4-Jun,273,,,,
Roger Allen,Roger,Allen,2/10/1986,Missouri Western St.,G,,3-Jun,329,,,,
Russell Allen,Russell,Allen,5/5/1986,San Diego St.,LB,,3-Jun,230,,,,
Ryan Allen,Ryan,Allen,2/28/1990,Louisiana Tech,P,,2-Jun,215,,,,
Taje Allen,Taje,Allen,11/6/1973,Texas,DB,,10-May,185,,St. Louis Rams,,5th
Terry Allen,Terry,Allen,2/21/1968,Clemson,RB,,10-May,204,,Minnesota Vikings,,9th
Tremayne Allen,Tremayne,Allen,8/9/1974,Florida,TE,,2-Jun,234,,,,
Will Allen,Will,Allen,8/5/1978,Syracuse,DB,,10-May,196,,New York Giants,,1st
Will Allen,Will,Allen,6/17/1982,Ohio St.,DB,,1-Jun,202,,Tampa Bay Buccaneers,,4th
Kurt Allerman,Kurt,Allerman,8/30/1955,Penn St.,LB,,3-Jun,222,,St. Louis Cardinals,,3rd
Ty Allert,Ty,Allert,7/23/1963,Texas,LB,,2-Jun,233,,San Diego Chargers,,4th
Don Alley,Don,Alley,4/21/1945,Adams St.,WR,,2-Jun,200,,Baltimore Colts,,16th
Aundrae Allison,Aundrae,Allison,4/20/1986,East Carolina,WR,,Jun-00,198,,Minnesota Vikings,,5th
Henry Allison,Henry,Allison,2/11/1947,Col. of the Sequoias,G-T,,3-Jun,255,,Philadelphia Eagles,,2nd
Jim Allison,Jim,Allison,3/2/1943,El Camino Col. (CA),RB,,Jun-00,215,,San Diego Chargers,,12th
Neely Allison,Neely,Allison,5/14/1902,Texas A&M,E,,Jun-00,190,,,,
Buddy Alliston,Buddy,Alliston,12/14/1933,Mississippi,LB,,Jun-00,218,,Green Bay Packers,,15th
Bob Allman,Bob,Allman,2/28/1913,Michigan St.,E,,Jun-00,198,,Chicago Bears,,4th
Brian Allred,Brian,Allred,3/16/1969,Sacramento St.,DB,,10-May,175,,,,
Colin Allred,Colin,Allred,4/15/1983,Baylor,LB,,1-Jun,238,,,,
John Allred,John,Allred,9/9/1974,USC,TE,,4-Jun,249,,Chicago Bears,,2nd
Joe Allton,Joe,Allton,9/7/1920,Oklahoma,T,,2-Jun,235,,,,
Jeff Alm,Jeff,Alm,3/31/1968,Notre Dame,DT,,6-Jun,284,,Houston Oilers,,2nd
Beau Almodobar,Beau,Almodobar,10/25/1962,Norwich,WR,,9-May,180,,,,
Kiko Alonso,Kiko,Alonso,8/14/1990,Oregon,ILB,,3-Jun,238,,Buffalo Bills,,2nd
Gerald Alphin,Gerald,Alphin,5/21/1964,Kansas St.,WR,,3-Jun,220,,,,
Jon Alston,Jon,Alston,6/4/1983,Stanford,LB,,Jun-00,220,,St. Louis Rams,,3rd
Lyneal Alston,Lyneal,Alston,7/23/1964,Southern Miss,WR,,1-Jun,205,,,,
Mack Alston,Mack,Alston,4/27/1947,Md-Eastern Shore,TE,,2-Jun,230,,Washington Redskins,,11th
O'Brien Alston,O'Brien,Alston,12/21/1965,Maryland,LB,,6-Jun,246,,Indianapolis Colts,,10th
Richard Alston,Richard,Alston,11/20/1980,East Carolina,WR,,Jun-00,213,,,,
Mike Alstott,Mike,Alstott,12/21/1973,Purdue,RB,,1-Jun,248,,Tampa Bay Buccaneers,,2nd
John Alt,John,Alt,5/30/1962,Iowa,T,,8-Jun,298,,Kansas City Chiefs,,1st
Jim Althoff,Jim,Althoff,9/27/1961,Winona St.,DT,,3-Jun,278,,,,
Tyson Alualu,Tyson,Alualu,5/12/1987,California,DT,,3-Jun,295,,Jacksonville Jaguars,,1st
Wilson Alvarez,Wilson,Alvarez,3/22/1957,New Mex. Mil. Inst.,K,,Jun-00,165,,,,
Steve Alvers,Steve,Alvers,4/4/1957,Taft,TE-C,,4-Jun,240,,New York Giants,,7th
Steve Alvord,Steve,Alvord,10/2/1964,Washington,DT,,4-Jun,272,,St. Louis Cardinals,,8th
Tom Alward,Tom,Alward,10/13/1952,Nebraska,G,,4-Jun,255,,New York Jets,,6th
Lance Alworth,Lance,Alworth,8/3/1940,Arkansas,FL-WR,,Jun-00,184,,San Francisco 49ers,,1st
Lyle Alzado,Lyle,Alzado,4/3/1949,Yankton,DE-DT,,3-Jun,255,,Denver Broncos,,4th
Eugene Amano,Eugene,Amano,8/1/1982,SE Missouri St.,C,,4-Jun,315,,Tennessee Titans,,7th
Ken Amato,Ken,Amato,5/18/1977,Montana St.,C,,2-Jun,245,,,,
Jonathon Amaya,Jonathon,Amaya,11/25/1988,Nevada-Reno,DB,,1-Jun,203,,,,
John Amberg,John,Amberg,3/6/1929,Kansas,DB-HB,,11-May,195,,,,
Ashley Ambrose,Ashley,Ambrose,9/17/1970,Miss. Valley St.,DB,,11-May,190,,Indianapolis Colts,,2nd
Dick Ambrose,Dick,Ambrose,1/17/1953,Virginia,LB,,Jun-00,235,,Cleveland Browns,,12th
John Ambrose,John,Ambrose,3/24/1910,Catholic,C,,Jun-00,185,,,,
Walt Ambrose,Walt,Ambrose,8/7/1905,Carroll (WI),G,,11-May,210,,,,
Alan Ameche,Alan,Ameche,6/1/1933,Wisconsin,FB,,Jun-00,218,,Baltimore Colts,,1st
Danny Amendola,Danny,Amendola,11/2/1985,Texas Tech,WR,,11-May,183,,,,
David Amerson,David,Amerson,12/8/1991,North Carolina St.,CB,,1-Jun,205,,Washington Redskins,,2nd
Glen Amerson,Glen,Amerson,11/24/1938,Texas Tech,DB,,1-Jun,186,,,,
Dave Ames,Dave,Ames,1/16/1937,Richmond,HB-DB,,Jun-00,185,,Pittsburgh Steelers,,16th
Otis Amey,Otis,Amey,12/4/1981,Sacramento St.,WR,,10-May,197,,,,
Vincent Amey,Vincent,Amey,2/9/1975,Arizona St.,DE,,2-Jun,289,,Oakland Raiders,,7th
Richard Amman,Richard,Amman,9/21/1950,Florida St.,DE-DT,,5-Jun,245,,Dallas Cowboys,,10th
Jonathan Amosa,Jonathan,Amosa,10/16/1990,Washington,FB,,11-May,247,,,,
Marty Amsler,Marty,Amsler,10/26/1942,Indiana,DE,,5-Jun,255,,Dallas Cowboys,,18th
Joe Amstutz,Joe,Amstutz,10/12/1934,Indiana,C,,5-Jun,264,,Cleveland Browns,,6th
Prince Amukamara,Prince,Amukamara,6/6/1989,Nebraska,CB,,Jun-00,206,,New York Giants,,1st
Norm Amundsen,Norm,Amundsen,9/28/1932,Wisconsin,G,,11-May,245,,Green Bay Packers,,6th
George Amundson,George,Amundson,3/31/1951,Iowa St.,RB,,3-Jun,215,,Houston Oilers,,1st
Vito Ananis,Vito,Ananis,1/25/1915,Boston Col.,HB-DB,,10-May,195,,,,
Rudy Andabaker,Rudy,Andabaker,8/1/1928,Pittsburgh,G,,11-May,196,,,,
Kimble Anders,Kimble,Anders,9/10/1966,Houston,RB,,11-May,225,,,,
Jason Andersen,Jason,Andersen,9/3/1975,BYU,G,,6-Jun,319,,New England Patriots,,7th
Morten Andersen,Morten,Andersen,8/19/1960,Michigan St.,K,,2-Jun,217,,New Orleans Saints,,4th
Stan Andersen,Stan,Andersen,9/14/1917,Stanford,T-E,,2-Jun,218,,Chicago Cardinals,,12th
 Anderson,,Anderson,,none,WB,,,,,,,
Alec Anderson,Alec,Anderson,1893-06-17,Boston Col.,G,,8-May,166,,,,
Alfred Anderson,Alfred,Anderson,8/4/1961,Baylor,RB,,1-Jun,219,,Minnesota Vikings,,3rd
Andre' Anderson,Andre',Anderson,5/1/1988,Tulane,RB,,11-May,205,,,,
Anthony Anderson,Anthony,Anderson,9/27/1956,Temple,RB,,Jun-00,197,,,,
Anthony Anderson,Anthony,Anderson,10/24/1964,Grambling St.,DB,,2-Jun,205,,San Diego Chargers,,10th
Antonio Anderson,Antonio,Anderson,6/4/1973,Syracuse,DT-DE,,6-Jun,311,,Dallas Cowboys,,4th
Aric Anderson,Aric,Anderson,4/9/1965,Millikin,LB,,2-Jun,220,,,,
Art Anderson,Art,Anderson,10/9/1936,Idaho,T,,3-Jun,244,,,,
Bennie Anderson,Bennie,Anderson,2/17/1977,Tennessee St.,G,,5-Jun,345,,,,
Bill Anderson,Bill,Anderson,1/6/1921,West Virginia,DE,,2-Jun,190,,,,
Bill Anderson,Bill,Anderson,7/16/1936,Tennessee,E-TE,,3-Jun,211,,Washington Redskins,,3rd
Billy Anderson,Billy,Anderson,3/3/1929,Compton CC (CA),DB-HB,,Jun-00,198,,Chicago Bears,,1st
Billy Guy Anderson,Billy,Guy,2/17/1941,Tulsa,QB,,1-Jun,195,,Los Angeles Rams,,19th
Bob Anderson,Bob,Anderson,3/31/1938,Army,HB,,2-Jun,215,,New York Giants,,9th
Bobby Anderson,Bobby,Anderson,10/11/1947,Colorado,RB,,Jun-00,208,,Denver Broncos,,1st
Brad Anderson,Brad,Anderson,1/12/1961,BYU,WR,,2-Jun,198,,Chicago Bears,,8th
Brandon Anderson,Brandon,Anderson,12/10/1985,Akron,DB,,10-May,180,,,,
Bruce Anderson,Bruce,Anderson,1/18/1944,Willamette,DE-DT,,4-Jun,250,,Los Angeles Rams,,6th
Bryan Anderson,Bryan,Anderson,3/30/1980,Pittsburgh,G,,4-Jun,320,,Chicago Bears,,7th
C.J. Anderson,C.J.,Anderson,2/10/1991,California,RB,,8-May,224,,,,
Charlie Anderson,Charlie,Anderson,9/2/1933,Louisiana Tech,DE-E,,Jun-00,230,,Chicago Cardinals,,15th
Charlie Anderson,Charlie,Anderson,12/8/1981,Mississippi,LB,,4-Jun,258,,Houston Texans,,6th
Chet Anderson,Chet,Anderson,3/14/1945,Minnesota,TE,,3-Jun,245,,Pittsburgh Steelers,,14th
Cliff Anderson,Cliff,Anderson,11/25/1929,Indiana,E,,2-Jun,215,,Chicago Cardinals,,25th
Colt Anderson,Colt,Anderson,10/25/1985,Montana,DB,,10-May,194,,,,
Courtney Anderson,Courtney,Anderson,11/19/1980,San Jose St.,TE,,7-Jun,270,,Oakland Raiders,,7th
Curtis Anderson,Curtis,Anderson,5/16/1957,Central State (OH),DE-DT,,6-Jun,250,,Dallas Cowboys,,5th
Curtis Anderson,Curtis,Anderson,9/29/1973,Pittsburgh,DB,,Jun-00,193,,,,
Damien Anderson,Damien,Anderson,7/17/1979,Northwestern,RB,,11-May,212,,,,
Darren Anderson,Darren,Anderson,1/11/1969,Toledo,DB,,10-May,185,,New England Patriots,,4th
David Anderson,David,Anderson,7/28/1983,Colorado St.,WR,,10-May,195,,Houston Texans,,7th
Deon Anderson,Deon,Anderson,1/27/1983,Connecticut,FB,,10-May,248,,Dallas Cowboys,,6th
Derek Anderson,Derek,Anderson,6/15/1983,Oregon St.,QB,,6-Jun,229,,Baltimore Ravens,,6th
Dick Anderson,Dick,Anderson,2/10/1946,Colorado,DB,,2-Jun,196,,Miami Dolphins,,3rd
Dick J. Anderson,Dick,J.,1/26/1944,Ohio St.,T,,5-Jun,245,,,,
Don Anderson,Don,Anderson,7/8/1963,Purdue,DB,,10-May,196,,Indianapolis Colts,,2nd
Donny Anderson,Donny,Anderson,5/16/1943,Texas Tech,RB,,2-Jun,215,,Green Bay Packers,,1st
Dunstan Anderson,Dunstan,Anderson,12/31/1970,Tulsa,DE,,3-Jun,260,,,,
Dwayne Anderson,Dwayne,Anderson,12/7/1961,SMU,DB,,Jun-00,205,,,,
Dwight Anderson,Dwight,Anderson,7/5/1981,South Dakota,DB,,10-May,180,,,,
Eddie Anderson,Eddie,Anderson,11/13/1900,Notre Dame,E,,10-May,176,,,,
Eddie Anderson,Eddie,Anderson,7/22/1963,Fort Valley St.,DB,,1-Jun,210,,Seattle Seahawks,,6th
Erick Anderson,Erick,Anderson,10/7/1968,Michigan,LB,,1-Jun,240,,Kansas City Chiefs,,7th
Flipper Anderson,Flipper,Anderson,3/7/1965,UCLA,WR,,Jun-00,175,,Los Angeles Rams,,2nd
Fred Anderson,Fred,Anderson,10/30/1954,Oregon St.,DE-DT,,4-Jun,238,,,,
Gary Anderson,Gary,Anderson,7/16/1959,Syracuse,K,,11-May,193,,Buffalo Bills,,7th
Gary A. Anderson,Gary,A.,9/22/1955,Stanford,G,,3-Jun,253,,Detroit Lions,,10th
Gary W. Anderson,Gary,W.,4/18/1961,Arkansas,RB,,Jun-00,185,,San Diego Chargers,,1st
Herbie Anderson,Herbie,Anderson,11/19/1968,Texas A&M-Kingsville,DB,,9-May,183,,Phoenix Cardinals,,10th
Hunk Anderson,Hunk,Anderson,1898-09-22,Notre Dame,G-C,,11-May,191,,,,
Jamaal Anderson,Jamaal,Anderson,2/6/1986,Arkansas,DE,,5-Jun,288,,Atlanta Falcons,,1st
Jamal Anderson,Jamal,Anderson,9/30/1972,Utah,RB,,11-May,237,,Atlanta Falcons,,7th
James Anderson,James,Anderson,9/26/1983,Virginia Tech,LB,,3-Jun,220,,Carolina Panthers,,3rd
Jason Anderson,Jason,Anderson,4/29/1980,South Dakota,RB,,Jun-00,205,,,,
Jerry Anderson,Jerry,Anderson,10/27/1953,Oklahoma,DB,,11-May,198,,Cincinnati Bengals,,4th
Jesse Anderson,Jesse,Anderson,7/26/1966,Mississippi St.,TE,,2-Jun,245,,Tampa Bay Buccaneers,,4th
Joe Anderson,Joe,Anderson,11/21/1988,Texas Southern,WR,,1-Jun,196,,,,
John Anderson,John,Anderson,2/14/1956,Michigan,LB,,3-Jun,226,,Green Bay Packers,,1st
Justin Anderson,Justin,Anderson,4/15/1988,Georgia,T,,4-Jun,335,,Indianapolis Colts,,7th
Ken Anderson,Ken,Anderson,2/15/1949,Augustana (IL),QB,,2-Jun,212,,Cincinnati Bengals,,3rd
Ken Anderson,Ken,Anderson,10/4/1975,Arkansas,DT,,3-Jun,310,,,,
Kim Anderson,Kim,Anderson,7/19/1957,Pasadena CC,DB,,11-May,183,,Baltimore Colts,,3rd
Larry Anderson,Larry,Anderson,9/25/1956,Louisiana Tech,DB,,11-May,183,,Pittsburgh Steelers,,4th
Marcus Anderson,Marcus,Anderson,6/12/1959,Tulane,WR,,11-May,178,,,,
Mark Anderson,Mark,Anderson,5/26/1983,Alabama,DE,,4-Jun,255,,Chicago Bears,,5th
Marques Anderson,Marques,Anderson,5/26/1979,UCLA,DB,,11-May,212,,Green Bay Packers,,3rd
Max Anderson,Max,Anderson,6/6/1945,Arizona St.,RB,,8-May,180,,Buffalo Bills,,5th
Mel Anderson,Mel,Anderson,8/29/1965,Minnesota,WR,,11-May,175,,,,
Mike Anderson,Mike,Anderson,9/21/1973,Utah,RB,,Jun-00,230,,Denver Broncos,,6th
Neal Anderson,Neal,Anderson,8/14/1964,Florida,RB,,11-May,210,,Chicago Bears,,1st
Ockie Anderson,Ockie,Anderson,1894-10-15,Colgate,TB-BB-WB,,9-May,165,,,,
Ottis Anderson,Ottis,Anderson,1/19/1957,Miami (FL),RB,,2-Jun,220,,St. Louis Cardinals,,1st
Paul Anderson,Paul,Anderson,2/6/1902,Illinois,G,,Jun-00,200,,,,
Preston Anderson,Preston,Anderson,9/30/1951,Rice,DB,,1-Jun,183,,Cleveland Browns,,16th
Ralph Anderson,Ralph,Anderson,1/1/1937,Santa Monica College (CA),E,,4-Jun,223,,Chicago Bears,,9th
Ralph Anderson,Ralph,Anderson,4/3/1949,West Texas A&M,DB,,2-Jun,180,,Pittsburgh Steelers,,5th
Rashard Anderson,Rashard,Anderson,6/14/1977,Jackson St.,DB,,2-Jun,204,,Carolina Panthers,,1st
Richie Anderson,Richie,Anderson,9/13/1971,Penn St.,FB,,2-Jun,230,,New York Jets,,6th
Rickey Anderson,Rickey,Anderson,3/21/1953,South Carolina St.,RB,,1-Jun,211,,San Diego Chargers,,3rd
Roger Anderson,Roger,Anderson,11/11/1942,Virginia Union,DT-T,,5-Jun,265,,San Diego Chargers,,7th
Ronnie Anderson,Ronnie,Anderson,2/27/1974,Allegheny,WR,,1-Jun,189,,,,
Scott Anderson,Scott,Anderson,2/13/1951,Missouri,C,,4-Jun,242,,Minnesota Vikings,,3rd
Scotty Anderson,Scotty,Anderson,11/24/1979,Grambling St.,WR,,2-Jun,191,,Detroit Lions,,5th
Stevie Anderson,Stevie,Anderson,5/12/1970,Grambling St.,WR,,5-Jun,215,,Phoenix Cardinals,,8th
Stuart Anderson,Stuart,Anderson,12/25/1959,Virginia,LB,,1-Jun,238,,Kansas City Chiefs,,4th
Sugarfoot Anderson,Sugarfoot,Anderson,2/10/1920,Kentucky St.,E,,4-Jun,215,,,,
Taz Anderson,Taz,Anderson,11/15/1938,Georgia Tech,TE,,2-Jun,220,,Cleveland Browns,,7th
Terry Anderson,Terry,Anderson,1/10/1955,Bethune-Cookman,WR,,9-May,182,,Miami Dolphins,,12th
Tim Anderson,Tim,Anderson,11/22/1980,Ohio St.,DT,,4-Jun,308,,Buffalo Bills,,3rd
Vickey Ray Anderson,Vickey,Ray,5/3/1956,Oklahoma,RB,,Jun-00,205,,,,
Vince Anderson,Vince,Anderson,12/8/1984,Webber International,DB,,2-Jun,205,,,,
Warren Anderson,Warren,Anderson,7/3/1955,West Virginia St.,WR,,2-Jun,195,,Houston Oilers,,4th
Will Anderson,Will,Anderson,1897-05-05,Syracuse,FB-BB-TB,,10-May,173,,,,
William Anderson,William,Anderson,8/1/1949,Ohio St.,DB,,Jun-00,205,,San Francisco 49ers,,1st
Willie Anderson,Willie,Anderson,7/11/1975,Auburn,T,,5-Jun,340,,Cincinnati Bengals,,1st
Winnie Anderson,Winnie,Anderson,11/10/1909,Colgate,E,,Jun-00,185,,,,
Eric Andolsek,Eric,Andolsek,8/22/1966,LSU,G,,2-Jun,254,,Detroit Lions,,5th
Steve Andrako,Steve,Andrako,9/11/1915,Ohio St.,C-LB,,Jun-00,210,,Washington Redskins,,17th
Troy Andrew,Troy,Andrew,12/12/1977,Duke,C,,4-Jun,305,,,,
Al Andrews,Al,Andrews,7/10/1945,Laney College (CA),LB,,3-Jun,216,,,,
Billy Andrews,Billy,Andrews,6/14/1945,SE Louisiana,LB,,Jun-00,220,,Cleveland Browns,,13th
George Andrews,George,Andrews,11/28/1955,Nebraska,LB,,3-Jun,226,,Los Angeles Rams,,1st
Jaby Andrews,Jaby,Andrews,5/10/1912,Texas-El Paso,WB-DB,,,208,,,,
John Andrews,John,Andrews,11/2/1948,Indiana,TE-RB,,3-Jun,227,,Baltimore Colts,,5th
John V. Andrews,John,V.,11/7/1951,Morgan St.,DE-DT,,5-Jun,251,,Detroit Lions,,7th
Mitch Andrews,Mitch,Andrews,3/4/1964,LSU,TE,,2-Jun,239,,,,
Ricky Andrews,Ricky,Andrews,4/14/1966,Washington,LB,,2-Jun,236,,San Diego Chargers,,10th
Roy Andrews,Roy,Andrews,,Pittsburg St.,G-T-BB-TB-E,,Jun-00,226,,,,
Shawn Andrews,Shawn,Andrews,12/25/1982,Arkansas,G-T,,4-Jun,340,,Philadelphia Eagles,,1st
Stacy Andrews,Stacy,Andrews,6/2/1981,Mississippi,T,,7-Jun,342,,Cincinnati Bengals,,4th
Tom Andrews,Tom,Andrews,1/11/1962,Louisville,T-C,,4-Jun,265,,Chicago Bears,,4th
William Andrews,William,Andrews,12/25/1955,Auburn,RB,,Jun-00,206,,Atlanta Falcons,,3rd
Willie Andrews,Willie,Andrews,11/2/1983,Baylor,DB,,9-May,182,,New England Patriots,,7th
George Andrie,George,Andrie,4/20/1940,Marquette,DE,,6-Jun,250,,Dallas Cowboys,,6th
Plato Andros,Plato,Andros,11/28/1921,Oklahoma,G-T-DG,,Jun-00,240,,,,
Teddy Andrulewicz,Teddy,Andrulewicz,1/1/1905,Villanova,WB,,11-May,175,,,,
Lou Andrus,Lou,Andrus,7/10/1943,BYU,LB,,6-Jun,230,,Denver Broncos,,11th
Shane Andrus,Shane,Andrus,10/2/1980,Murray St.,K,,11-May,214,,,,
Sheldon Andrus,Sheldon,Andrus,10/5/1962,Nicholls St.,DT,,2-Jun,271,,,,
Sig Andrusking,Sig,Andrusking,,Detroit Mercy,G,,8-May,187,,,,
Zenon Andrusyshyn,Zenon,Andrusyshyn,2/25/1947,UCLA,P-K,,2-Jun,210,,Dallas Cowboys,,9th
Joe Andruzzi,Joe,Andruzzi,8/23/1975,Southern Connecticut St.,G,,3-Jun,312,,,,
Charlie Ane,Charlie,Ane,1/25/1931,USC,T-C,,2-Jun,260,,Detroit Lions,,4th
Charlie Ane,Charlie,Ane,8/12/1952,Michigan St.,C,,1-Jun,233,,,,
Mark Anelli,Mark,Anelli,6/5/1979,Wisconsin,TE,,3-Jun,265,,San Francisco 49ers,,6th
Jim Angelo,Jim,Angelo,8/23/1963,Indiana (PA),G,,3-Jun,275,,,,
Bryan Anger,Bryan,Anger,10/6/1988,California,P,,3-Jun,208,,Jacksonville Jaguars,,3rd
Pat Angerer,Pat,Angerer,1/31/1987,Iowa,LB,,Jun-00,232,,Indianapolis Colts,,2nd
Elmer Angsman,Elmer,Angsman,12/11/1925,Notre Dame,HB,,11-May,200,,Chicago Cardinals,,3rd
Richard Angulo,Richard,Angulo,11/13/1980,West. New Mexico,TE,,7-Jun,260,,St. Louis Rams,,7th
Scott Ankrom,Scott,Ankrom,1/4/1966,TCU,WR,,1-Jun,194,,Dallas Cowboys,,12th
Dunc Annan,Dunc,Annan,1895-08-10,Brown,TB-WB-FB-BB-T,,10-May,178,,,,
Sam Anno,Sam,Anno,1/26/1965,USC,LB,,2-Jun,236,,,,
Ezekiel Ansah,Ezekiel,Ansah,5/29/1989,BYU,DE,,5-Jun,271,,Detroit Lions,,1st
Charles Anthony,Charles,Anthony,7/10/1952,USC,LB,,1-Jun,230,,San Diego Chargers,,15th
Cornelius Anthony,Cornelius,Anthony,7/3/1978,Texas A&M,LB,,Jun-00,235,,,,
Marc Anthony,Marc,Anthony,11/14/1989,California,CB,,Jun-00,196,,Baltimore Ravens,,7th
Reidel Anthony,Reidel,Anthony,10/20/1976,Florida,WR,,11-May,178,,Tampa Bay Buccaneers,,1st
Terrence Anthony,Terrence,Anthony,1/17/1965,Iowa St.,DB,,10-May,183,,Atlanta Falcons,,9th
Terry Anthony,Terry,Anthony,3/9/1968,Florida St.,WR,,Jun-00,200,,Tampa Bay Buccaneers,,11th
Tyrone Anthony,Tyrone,Anthony,3/3/1962,North Carolina,RB,,11-May,212,,New Orleans Saints,,3rd
Lionel Antoine,Lionel,Antoine,8/31/1950,Southern Illinois,T,,6-Jun,262,,Chicago Bears,,1st
Glenn Antrum,Glenn,Antrum,2/3/1966,Connecticut,WR,,11-May,175,,,,
Houston Antwine,Houston,Antwine,4/11/1939,Southern Illinois,DT-DE,,Jun-00,270,,Detroit Lions,,3rd
Chigbo Anunoby,Chigbo,Anunoby,1/4/1989,Morehouse,DL,,4-Jun,324,,,,
Steve Apke,Steve,Apke,8/3/1965,Pittsburgh,LB,,1-Jun,222,,,,
Chuck Apolskis,Chuck,Apolskis,12/18/1914,DePaul,E,,2-Jun,207,,,,
Ray Apolskis,Ray,Apolskis,10/19/1918,Marquette,C-G-LB,,11-May,206,,Chicago Cardinals,,5th
Jim Apple,Jim,Apple,7/14/1938,Upsala,HB,,Jun-00,200,,,,
Clarence Applegran,Clarence,Applegran,1893-11-06,Illinois,G,,2-Jun,200,,,,
Scott Appleton,Scott,Appleton,2/20/1942,Texas,DT-DE,,3-Jun,260,,Dallas Cowboys,,1st
Antwan Applewhite,Antwan,Applewhite,12/31/1985,San Diego St.,LB,,3-Jun,246,,,,
Marger Apsit,Marger,Apsit,6/5/1909,USC,BB-LB-DB-TB,,11-May,200,,,,
Ben Apuna,Ben,Apuna,6/26/1957,Arizona St.,LB,,1-Jun,222,,St. Louis Cardinals,,7th
Leo Araguz,Leo,Araguz,1/18/1970,S.F. Austin,P,,11-May,190,,,,
Evan Arapostathis,Evan,Arapostathis,10/30/1963,Grossmont College (CA),P,,9-May,160,,,,
Fred Arbanas,Fred,Arbanas,1/14/1939,Michigan St.,TE,,3-Jun,240,,St. Louis Cardinals,,2nd
Hasson Arbubakrr,Hasson,Arbubakrr,12/9/1960,Pasadena CC,DE,,4-Jun,250,,Tampa Bay Buccaneers,,9th
Charles Arbuckle,Charles,Arbuckle,9/13/1968,UCLA,TE,,3-Jun,248,,New Orleans Saints,,5th
Emmanuel Arceneaux,Emmanuel,Arceneaux,9/17/1987,Alcorn St.,WR,,2-Jun,211,,,,
Lester Archambeau,Lester,Archambeau,6/27/1967,Stanford,DE,,5-Jun,275,,Green Bay Packers,,7th
Brandon Archer,Brandon,Archer,10/30/1983,Kansas St.,LB,,Jun-00,239,,,,
Dan Archer,Dan,Archer,9/29/1944,Oregon,G-T,,5-Jun,245,,,,
David Archer,David,Archer,2/15/1962,Snow College (UT),QB,,2-Jun,207,,,,
Troy Archer,Troy,Archer,1/16/1955,Colorado,DT-DE,,4-Jun,250,,New York Giants,,1st
